"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"13727",26097,"Acacia SP","04/11/2011 16:12","Medio (4 - 8 mts)",140,"Grande",-68.8327484133,-32.8874729103,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13728",26098,"Fresno europeo","04/11/2011 16:10","Bajo (2 - 4 mts)",28,"Mediano",-68.8328316386,-32.8875956138,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13729",26099,"Fresno europeo","04/11/2011 16:09","Muy bajo (1 - 2 mts)",7,"Chico",-68.8329051696,-32.8875926301,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13730",26100,"Fresno europeo","04/11/2011 15:58","Alto (> 8 mts)",170,"Grande",-68.8332026368,-32.8875726129,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13731",26101,"Fresno americano","04/11/2011 15:56","Medio (4 - 8 mts)",120,"Grande",-68.8332966851,-32.8875711152,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13732",26104,"Fresno europeo","04/11/2011 15:46","Alto (> 8 mts)",160,"Grande",-68.8335566136,-32.8875599198,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13733",26105,"Fresno europeo","04/11/2011 15:44","Alto (> 8 mts)",170,"Grande",-68.8336556927,-32.8875541906,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13734",26108,"Morera","11/11/2011 13:04","Medio (4 - 8 mts)",160,"Grande",-68.8312894641,-32.8873970291,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13735",26109,"Morera","11/11/2011 12:54","Medio (4 - 8 mts)",84,"Grande",-68.8312905826,-32.8872579726,3,"Parque O'Higgins",1531146.02653,1,"Medio"
"13736",26111,"Morera","11/11/2011 12:42","Medio (4 - 8 mts)",140,"Grande",-68.831273534,-32.8870057464,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13737",26112,"Morera","11/11/2011 12:41","Medio (4 - 8 mts)",100,"Grande",-68.8312640766,-32.8869208845,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13738",26114,"Morera","11/11/2011 12:37","Medio (4 - 8 mts)",120,"Grande",-68.8312509912,-32.8867203306,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13739",26116,"Morera","11/11/2011 12:32","Medio (4 - 8 mts)",120,"Grande",-68.8312510238,-32.8865903969,3,"Parque O'Higgins",1531146.02653,1,"Medio"
"13740",26117,"Morera","11/11/2011 12:29","Medio (4 - 8 mts)",150,"Grande",-68.8312390941,-32.8865131058,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13741",26118,"Morera","11/11/2011 12:26","Medio (4 - 8 mts)",70,"Grande",-68.8312364428,-32.8864459262,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13742",26120,"Olmo comun","11/11/2011 12:23","Bajo (2 - 4 mts)",84,"Grande",-68.8312292552,-32.8862912763,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13743",26121,"Morera","11/11/2011 12:20","Bajo (2 - 4 mts)",70,"Grande",-68.8311040307,-32.886221677,3,"Parque O'Higgins",1531146.02653,1,"Medio"
"13744",26122,"Morera","11/11/2011 12:16","Medio (4 - 8 mts)",120,"Grande",-68.8309832568,-32.8862283667,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13745",26124,"Fresno europeo","11/11/2011 12:10","Medio (4 - 8 mts)",130,"Grande",-68.8305910984,-32.8862446373,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13746",26125,"Ailanthus","11/11/2011 12:04","Bajo (2 - 4 mts)",6,"Chico",-68.8305346214,-32.8862464967,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13747",26127,"Fresno europeo","11/11/2011 11:55","Muy bajo (1 - 2 mts)",4,"Chico",-68.8303681882,-32.8862502566,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13748",26130,"Fresno europeo","10/11/2011 18:15","Medio (4 - 8 mts)",140,"Grande",-68.8300140017,-32.8862784378,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13749",26131,"Fresno europeo","10/11/2011 18:13","Medio (4 - 8 mts)",100,"Grande",-68.8299569728,-32.8863387059,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13750",26134,"Fresno europeo","10/11/2011 18:08","Medio (4 - 8 mts)",150,"Grande",-68.8299783864,-32.8866138304,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13751",26141,"Morera","10/11/2011 17:44","Medio (4 - 8 mts)",100,"Grande",-68.8300176882,-32.8872990794,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13752",26146,"Fresno americano","10/11/2011 17:33","Medio (4 - 8 mts)",150,"Grande",-68.8302659072,-32.8877119404,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13753",26148,"Fresno europeo","10/11/2011 17:05","Medio (4 - 8 mts)",140,"Grande",-68.8305928357,-32.88770508,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13754",26149,"Fresno europeo","10/11/2011 17:03","Medio (4 - 8 mts)",60,"Mediano",-68.8308558765,-32.8876874022,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13755",26150,"Fresno americano","10/11/2011 16:59","Bajo (2 - 4 mts)",42,"Mediano",-68.831020464,-32.8876833867,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13756",26151,"Fresno europeo","10/11/2011 16:56","Muy bajo (1 - 2 mts)",4,"Chico",-68.8311052369,-32.8876786547,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13757",26152,"Morera","10/11/2011 16:55","Medio (4 - 8 mts)",104,"Grande",-68.8311961741,-32.887675058,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13758",26153,"Fresno europeo","10/11/2011 16:52","Medio (4 - 8 mts)",150,"Grande",-68.8312647872,-32.8876737078,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13759",26154,"Morera","14/11/2011 18:26","Medio (4 - 8 mts)",170,"Grande",-68.8296000441,-32.8876888533,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13760",26155,"Morera","14/11/2011 18:20","Medio (4 - 8 mts)",120,"Grande",-68.8295541161,-32.8875635458,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13761",26158,"Morera","14/11/2011 18:15","Medio (4 - 8 mts)",140,"Grande",-68.8294546669,-32.8873160762,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13762",26163,"Morera","14/11/2011 17:43","Alto (> 8 mts)",140,"Grande",-68.8292620809,-32.8868181698,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13763",26164,"Morera","14/11/2011 17:41","Medio (4 - 8 mts)",160,"Grande",-68.8292232478,-32.8867274065,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13764",26165,"Caducifolio","14/11/2011 17:23","Bajo (2 - 4 mts)",150,"Grande",-68.8298543631,-32.8867547765,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13765",26167,"Perenne","14/11/2011 17:14","Medio (4 - 8 mts)",170,"Grande",-68.829874887,-32.8869199042,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13766",26169,"Morera","14/11/2011 17:03","Medio (4 - 8 mts)",100,"Grande",-68.8299070708,-32.8874707914,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13767",26170,"Fresno europeo","14/11/2011 17:01","Bajo (2 - 4 mts)",60,"Mediano",-68.8299127681,-32.8875652964,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13768",26171,"Fresno europeo","20/10/2011 10:35","Medio (4 - 8 mts)",173,"Grande",-68.8326665256,-32.8883393264,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13769",26178,"Fresno europeo","20/10/2011 10:22","Medio (4 - 8 mts)",120,"Grande",-68.8323695465,-32.8877229994,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13770",26180,"Fresno europeo","20/10/2011 10:19","Medio (4 - 8 mts)",132,"Grande",-68.8321986119,-32.8877333037,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13771",26181,"Fresno europeo","20/10/2011 10:18","Medio (4 - 8 mts)",110,"Grande",-68.8321181267,-32.8877396879,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13772",26182,"Fresno europeo","19/10/2011 12:48","Medio (4 - 8 mts)",180,"Grande",-68.8320237473,-32.8877465944,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13773",26183,"Fresno europeo","19/10/2011 12:47","Muy bajo (1 - 2 mts)",6,"Chico",-68.8319320525,-32.8877467417,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13774",26184,"Fresno americano","19/10/2011 12:46","Medio (4 - 8 mts)",110,"Grande",-68.8318557439,-32.8877485327,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13775",26185,"Fresno europeo","19/10/2011 12:45","Medio (4 - 8 mts)",180,"Grande",-68.8317868084,-32.8877507844,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13776",26186,"Fresno europeo","19/10/2011 12:44","Medio (4 - 8 mts)",90,"Grande",-68.8316772781,-32.8877446858,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13777",26190,"Perenne","20/10/2011 10:47","Medio (4 - 8 mts)",270,"Grande",-68.8314595352,-32.8880525908,3,"Parque O'Higgins",1531146.02653,1,"Muy Alto"
"13778",26191,"Fresno americano","20/10/2011 10:48","Bajo (2 - 4 mts)",36,"Mediano",-68.8314900897,-32.8882274699,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13779",26192,"Fresno americano","20/10/2011 10:50","Medio (4 - 8 mts)",149,"Grande",-68.8314923083,-32.8882975343,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13780",26196,"Fresno americano","19/10/2011 12:29","Medio (4 - 8 mts)",130,"Grande",-68.8315872081,-32.8887502212,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13781",26197,"Fresno americano","19/10/2011 12:25","Medio (4 - 8 mts)",130,"Grande",-68.8317271047,-32.8887491471,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13782",26198,"Fresno europeo","19/10/2011 12:24","Medio (4 - 8 mts)",96,"Grande",-68.8318105742,-32.8887475462,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13783",26201,"Fresno europeo","19/10/2011 12:22","Bajo (2 - 4 mts)",40,"Mediano",-68.8321350676,-32.8887304893,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13784",26203,"Ailanthus","19/10/2011 11:33","Medio (4 - 8 mts)",110,"Grande",-68.8323787445,-32.8887249552,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13785",26207,"Tipa","15/11/2011 07:58","Medio (4 - 8 mts)",45,"Mediano",-68.8300465951,-32.8881115428,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13786",26212,"Morera","15/11/2011 07:50","Medio (4 - 8 mts)",120,"Grande",-68.8300251894,-32.8887437798,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13787",26213,"Acer","15/11/2011 07:48","Bajo (2 - 4 mts)",45,"Mediano",-68.8299880645,-32.8887091044,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13788",26215,"Morera","15/11/2011 07:46","Medio (4 - 8 mts)",127,"Grande",-68.8299279011,-32.8885386029,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13789",26220,"Tipa","15/11/2011 08:06","Medio (4 - 8 mts)",30,"Mediano",-68.8298518603,-32.8878406804,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13790",26222,"lamo criollo","19/10/2011 12:18","Alto (> 8 mts)",230,"Grande",-68.8301411756,-32.8878874206,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13791",26225,"Fresno europeo","19/10/2011 12:14","Bajo (2 - 4 mts)",37,"Mediano",-68.8301789922,-32.8881196575,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13792",26232,"Fresno europeo","19/10/2011 09:53","Bajo (2 - 4 mts)",23,"Mediano",-68.8302399076,-32.8886245071,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13793",26234,"Fresno americano","19/10/2011 09:51","Bajo (2 - 4 mts)",20,"Chico",-68.8302563563,-32.888741569,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13794",26236,"Morera","19/10/2011 09:47","Medio (4 - 8 mts)",133,"Grande",-68.8304424483,-32.8887823976,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13795",26238,"Ailanthus","19/10/2011 09:41","Medio (4 - 8 mts)",86,"Grande",-68.8308806878,-32.8887690436,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13796",26239,"Fresno europeo","19/10/2011 09:39","Medio (4 - 8 mts)",120,"Grande",-68.8310335977,-32.8887592127,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13797",26241,"Fresno europeo","19/10/2011 09:36","Medio (4 - 8 mts)",43,"Mediano",-68.8312318421,-32.8887602017,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13798",26242,"Acer","19/10/2011 09:35","Bajo (2 - 4 mts)",20,"Chico",-68.8312925477,-32.8887587507,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13799",26244,"Olmo comun","19/10/2011 09:33","Alto (> 8 mts)",200,"Grande",-68.8313775423,-32.8886228777,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13800",26247,"Paraiso sombrilla","19/10/2011 09:27","Bajo (2 - 4 mts)",35,"Mediano",-68.8313579347,-32.8884112937,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13801",26251,"Morera","18/10/2011 11:41","Medio (4 - 8 mts)",60,"Mediano",-68.8313291668,-32.8879325802,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13802",26252,"Morera","18/10/2011 11:40","Medio (4 - 8 mts)",58,"Mediano",-68.83132539,-32.8878638013,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13803",26255,"Acacia SP","25/10/2011 11:04","Alto (> 8 mts)",110,"Grande",-68.8305072672,-32.8898762371,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13804",26256,"Acacia SP","25/10/2011 11:03","Alto (> 8 mts)",120,"Grande",-68.8304883763,-32.8898066911,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13805",26257,"Acacia SP","25/10/2011 11:01","Alto (> 8 mts)",115,"Grande",-68.8304715081,-32.8897412956,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13806",26258,"Acacia SP","25/10/2011 11:00","Medio (4 - 8 mts)",55,"Mediano",-68.8304518309,-32.8896356809,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13807",26259,"Perenne","25/10/2011 10:58","Alto (> 8 mts)",80,"Grande",-68.8304241387,-32.889546173,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13808",26260,"Acacia SP","25/10/2011 10:55","Medio (4 - 8 mts)",70,"Grande",-68.8303975775,-32.8894476047,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13809",26261,"Acacia SP","25/10/2011 10:54","Bajo (2 - 4 mts)",70,"Grande",-68.830384035,-32.8893756313,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13810",26263,"Acacia SP","25/10/2011 10:46","Medio (4 - 8 mts)",50,"Mediano",-68.8303387974,-32.8892044424,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13811",26264,"Acacia SP","25/10/2011 10:44","Medio (4 - 8 mts)",75,"Grande",-68.8303293999,-32.8891636597,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13812",26266,"Paraiso","25/10/2011 10:41","Medio (4 - 8 mts)",160,"Grande",-68.8302890098,-32.8889977406,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13813",26267,"Fresno europeo","25/10/2011 10:40","Medio (4 - 8 mts)",65,"Grande",-68.8303533533,-32.8889145035,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13814",26268,"Fresno europeo","25/10/2011 10:38","Alto (> 8 mts)",155,"Grande",-68.8304072766,-32.8889132827,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13815",26278,"Fresno europeo","21/10/2011 13:32","Medio (4 - 8 mts)",65,"Grande",-68.8313496358,-32.8888757465,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13816",26279,"Pltano","21/10/2011 13:31","Alto (> 8 mts)",185,"Grande",-68.8314005635,-32.8889314964,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13817",26280,"Pltano","21/10/2011 13:30","Alto (> 8 mts)",170,"Grande",-68.8314118683,-32.8890438425,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13818",26283,"Pltano","21/10/2011 10:24","Alto (> 8 mts)",160,"Grande",-68.8314328722,-32.889497437,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13819",26286,"Pltano","21/10/2011 10:17","Alto (> 8 mts)",138,"Grande",-68.8314412831,-32.8896774142,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13820",26288,"Pltano","21/10/2011 10:15","Alto (> 8 mts)",140,"Grande",-68.8314522239,-32.8898821715,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13821",26289,"Pltano","21/10/2011 10:13","Alto (> 8 mts)",160,"Grande",-68.8314583679,-32.8899488544,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13822",26293,"Morera","21/10/2011 10:07","Alto (> 8 mts)",130,"Grande",-68.8309919143,-32.8901121443,3,"Parque O'Higgins",1531146.02653,1,"Medio"
"13823",26294,"Morera","21/10/2011 10:05","Alto (> 8 mts)",138,"Grande",-68.8306649467,-32.8901348754,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13824",26295,"Morera","21/10/2011 09:21","Medio (4 - 8 mts)",65,"Grande",-68.8326916497,-32.8888546199,3,"Parque O'Higgins",1531146.02653,1,"Bajo"
"13825",26296,"Fresno europeo","21/10/2011 09:19","Medio (4 - 8 mts)",115,"Grande",-68.8325699199,-32.888815439,3,"Parque O'Higgins",1531146.02653,1,"Medio"
"13826",26297,"Fresno europeo","21/10/2011 09:14","Alto (> 8 mts)",220,"Grande",-68.8324441087,-32.8888228502,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13827",26298,"Fresno europeo","21/10/2011 09:12","Alto (> 8 mts)",65,"Grande",-68.8323747417,-32.8888245678,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13828",26302,"Fresno americano","21/10/2011 09:05","Medio (4 - 8 mts)",65,"Grande",-68.8320102501,-32.8888394264,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13829",26305,"Pltano","21/10/2011 08:55","Alto (> 8 mts)",133,"Grande",-68.8315275847,-32.8889704241,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13830",26307,"Pltano","21/10/2011 08:52","Alto (> 8 mts)",160,"Grande",-68.8315288024,-32.8891175818,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13831",26308,"Pltano","21/10/2011 08:51","Medio (4 - 8 mts)",220,"Grande",-68.8315325479,-32.8891866717,3,"Parque O'Higgins",1531146.02653,1,"Muy Alto"
"13832",26310,"Pltano","21/10/2011 08:48","Alto (> 8 mts)",190,"Grande",-68.8315409808,-32.8893461111,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13833",26312,"Pltano","21/10/2011 08:44","Alto (> 8 mts)",143,"Grande",-68.8315419052,-32.8894788413,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13834",26314,"Pltano","21/10/2011 08:41","Alto (> 8 mts)",145,"Grande",-68.8315522869,-32.8896002374,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13835",26315,"Pltano","21/10/2011 08:40","Alto (> 8 mts)",145,"Grande",-68.831556655,-32.8896639027,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13836",26316,"Pltano","21/10/2011 08:39","Alto (> 8 mts)",145,"Grande",-68.8315625181,-32.8897282914,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13837",26317,"Pltano","21/10/2011 08:37","Alto (> 8 mts)",200,"Grande",-68.8315691078,-32.8897813774,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13838",26318,"Pltano","20/10/2011 12:12","Alto (> 8 mts)",140,"Grande",-68.8315823272,-32.8899156823,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13839",26319,"Pltano","20/10/2011 12:11","Alto (> 8 mts)",145,"Grande",-68.8315887138,-32.8900196559,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13840",26321,"Pltano","20/10/2011 12:09","Alto (> 8 mts)",128,"Grande",-68.8316561258,-32.8900695092,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13841",26324,"Pltano","20/10/2011 11:54","Alto (> 8 mts)",185,"Grande",-68.8319951239,-32.8900454571,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13842",26325,"Pltano","20/10/2011 11:52","Alto (> 8 mts)",160,"Grande",-68.8320885146,-32.8900381454,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13843",26326,"Pltano","20/10/2011 11:51","Alto (> 8 mts)",170,"Grande",-68.8321350602,-32.890034593,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13844",26329,"Pltano","20/10/2011 11:43","Alto (> 8 mts)",180,"Grande",-68.8324385204,-32.8900180779,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13845",26333,"Fresno europeo","20/10/2011 11:34","Medio (4 - 8 mts)",68,"Grande",-68.8327443087,-32.8898852001,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13846",26335,"Fresno europeo","20/10/2011 11:31","Alto (> 8 mts)",195,"Grande",-68.8327294239,-32.889749042,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13847",26336,"Pltano","20/10/2011 11:47","Alto (> 8 mts)",168,"Grande",-68.8327290895,-32.8896807664,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13848",26338,"Acacia SP","20/10/2011 11:24","Alto (> 8 mts)",145,"Grande",-68.8327169121,-32.8894500072,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13849",26339,"Morera","20/10/2011 11:23","Muy bajo (1 - 2 mts)",4,"Chico",-68.8327141004,-32.8893538832,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13850",26340,"Acacia SP","20/10/2011 11:19","Alto (> 8 mts)",180,"Grande",-68.832701333,-32.8891527889,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13851",26341,"Morera","20/10/2011 11:15","Muy bajo (1 - 2 mts)",4,"Chico",-68.8326927264,-32.8889840186,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13852",26343,"Fresno europeo","20/10/2011 11:16","Alto (> 8 mts)",150,"Grande",-68.832776134,-32.8879629266,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13853",26344,"Pltano","20/10/2011 11:15","Alto (> 8 mts)",290,"Grande",-68.8327720992,-32.8878351515,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13854",26345,"Pltano","20/10/2011 11:14","Alto (> 8 mts)",300,"Grande",-68.8327708791,-32.8877450709,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13855",26346,"Morera","21/10/2011 09:07","Bajo (2 - 4 mts)",60,"Mediano",-68.8327874946,-32.887698766,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13856",26347,"Fresno europeo","21/10/2011 10:12","Medio (4 - 8 mts)",160,"Grande",-68.8330052942,-32.8876910455,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13857",26348,"Fresno europeo","21/10/2011 10:11","Medio (4 - 8 mts)",120,"Grande",-68.8330838989,-32.887689494,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13858",26349,"Fresno europeo","21/10/2011 10:05","Alto (> 8 mts)",190,"Grande",-68.8332606171,-32.8876848985,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13859",26353,"Fresno europeo","21/10/2011 10:01","Alto (> 8 mts)",130,"Grande",-68.8338275602,-32.8876644624,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13860",26355,"Fresno europeo","21/10/2011 09:59","Muy bajo (1 - 2 mts)",8,"Chico",-68.8340254898,-32.8876541385,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13861",26356,"Fresno europeo","21/10/2011 09:57","Muy bajo (1 - 2 mts)",8,"Chico",-68.8340765108,-32.8876534713,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13862",26357,"Morera","21/10/2011 09:56","Bajo (2 - 4 mts)",25,"Mediano",-68.8341458975,-32.8877141219,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13863",26363,"Morera","20/10/2011 11:48","Alto (> 8 mts)",190,"Grande",-68.8341988961,-32.888538387,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13864",26365,"Fresno europeo","20/10/2011 11:45","Medio (4 - 8 mts)",100,"Grande",-68.8339630116,-32.8886637698,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13865",26367,"Fresno europeo","20/10/2011 11:42","Bajo (2 - 4 mts)",40,"Mediano",-68.8335946018,-32.8886769859,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13866",26369,"Fresno europeo","20/10/2011 11:40","Alto (> 8 mts)",110,"Grande",-68.8333778701,-32.8886861894,3,"Parque O'Higgins",1531146.02653,1,"Medio"
"13867",26373,"Morera","20/10/2011 11:31","Medio (4 - 8 mts)",150,"Grande",-68.8327915421,-32.8884895207,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13868",26374,"Acacia SP","20/10/2011 11:28","Medio (4 - 8 mts)",76,"Grande",-68.832789116,-32.8884480541,3,"Parque O'Higgins",1531146.02653,1,"Medio"
"13869",26375,"Morera","20/10/2011 11:22","Medio (4 - 8 mts)",160,"Grande",-68.8327789609,-32.8882786126,3,"Parque O'Higgins",1531146.02653,1,"Alto"
"13870",26377,"Tipa","20/10/2011 11:19","Bajo (2 - 4 mts)",48,"Mediano",-68.8327688363,-32.8880929408,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
"13871",26378,"Pltano","25/10/2011 09:47","Alto (> 8 mts)",300,"Grande",-68.8339144549,-32.8898964014,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13872",26380,"Pltano","25/10/2011 09:50","Alto (> 8 mts)",175,"Grande",-68.8336967878,-32.8899121641,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13873",26381,"Pltano","25/10/2011 09:52","Alto (> 8 mts)",240,"Grande",-68.8336080906,-32.8899197565,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13874",26382,"Pltano","25/10/2011 09:54","Alto (> 8 mts)",185,"Grande",-68.8335228043,-32.8899293398,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13875",26383,"Pltano","25/10/2011 09:55","Alto (> 8 mts)",170,"Grande",-68.8334276638,-32.889939193,3,"Parque O'Higgins",1531146.02653,0,"Alto"
"13876",26384,"Pltano","25/10/2011 09:57","Alto (> 8 mts)",260,"Grande",-68.8333549248,-32.8899467929,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13877",26388,"Pltano","25/10/2011 10:05","Alto (> 8 mts)",270,"Grande",-68.8329204973,-32.8899863205,3,"Parque O'Higgins",1531146.02653,0,"Muy Alto"
"13878",26391,"Fresno americano","25/10/2011 10:20","Medio (4 - 8 mts)",120,"Grande",-68.8328196219,-32.8888779312,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13879",26392,"Fresno americano","25/10/2011 10:18","Alto (> 8 mts)",130,"Grande",-68.832824265,-32.8889663933,3,"Parque O'Higgins",1531146.02653,0,"Medio"
"13880",26395,"Fresno europeo","25/10/2011 10:14","Bajo (2 - 4 mts)",15,"Chico",-68.8328442085,-32.889329982,3,"Parque O'Higgins",1531146.02653,0,"Bajo"
