"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"10804",20619,"Fresno europeo","02/06/2011 12:29","Alto (> 8 mts)",92,"Grande",-68.86008,-32.89579,5,"Residencial Sur",2423809,0
"10805",20620,"Paraiso","02/06/2011 12:25","Alto (> 8 mts)",140,"Grande",-68.85993,-32.8958,5,"Residencial Sur",2423809,0
"10806",20623,"Morera","02/06/2011 12:16","Alto (> 8 mts)",90,"Grande",-68.85969,-32.89582,5,"Residencial Sur",2423809,0
"10807",20626,"Aguaribay","02/06/2011 12:12","Bajo (2 - 4 mts)",47,"Mediano",-68.85951,-32.89583,5,"Residencial Sur",2423809,0
"10808",20628,"Fresno europeo","02/06/2011 12:08","Alto (> 8 mts)",108,"Grande",-68.8594,-32.89584,5,"Residencial Sur",2423809,0
"10809",20629,"Fresno europeo","02/06/2011 12:07","Medio (4 - 8 mts)",65,"Grande",-68.85935,-32.89584,5,"Residencial Sur",2423809,0
"10810",20632,"Fresno europeo","06/06/2011 11:01","Medio (4 - 8 mts)",75,"Grande",-68.85929,-32.89598,5,"Residencial Sur",2423809,0
"10811",20633,"Fresno europeo","06/06/2011 10:58","Medio (4 - 8 mts)",73,"Grande",-68.8593,-32.89606,5,"Residencial Sur",2423809,0
"10812",20634,"Morera","06/06/2011 10:56","Alto (> 8 mts)",128,"Grande",-68.85931,-32.89611,5,"Residencial Sur",2423809,1
"10813",20636,"Fresno europeo","06/06/2011 10:54","Bajo (2 - 4 mts)",74,"Grande",-68.85934,-32.89627,5,"Residencial Sur",2423809,1
"10814",20642,"Morera","03/06/2011 14:27","Alto (> 8 mts)",180,"Grande",-68.85958,-32.89684,5,"Residencial Sur",2423809,1
"10815",20643,"Morera","03/06/2011 14:24","Alto (> 8 mts)",185,"Grande",-68.85972,-32.89685,5,"Residencial Sur",2423809,0
"10816",20644,"Acer","03/06/2011 14:22","Alto (> 8 mts)",130,"Grande",-68.85984,-32.89685,5,"Residencial Sur",2423809,0
"10817",20645,"Morera","03/06/2011 14:20","Alto (> 8 mts)",140,"Grande",-68.85995,-32.89685,5,"Residencial Sur",2423809,0
"10818",20647,"Fresno europeo","03/06/2011 14:17","Medio (4 - 8 mts)",78,"Grande",-68.86012,-32.89684,5,"Residencial Sur",2423809,1
"10819",20648,"Fresno europeo","03/06/2011 14:14","Medio (4 - 8 mts)",47,"Mediano",-68.86029,-32.89684,5,"Residencial Sur",2423809,0
"10820",20651,"Fresno americano","03/06/2011 13:52","Bajo (2 - 4 mts)",18,"Chico",-68.86059,-32.89684,5,"Residencial Sur",2423809,0
"10821",20654,"Morera","03/06/2011 13:39","Alto (> 8 mts)",125,"Grande",-68.86078,-32.8967,5,"Residencial Sur",2423809,1
"10822",20655,"Fresno europeo","03/06/2011 13:37","Medio (4 - 8 mts)",25,"Mediano",-68.86077,-32.89664,5,"Residencial Sur",2423809,0
"10823",20657,"Fresno europeo","03/06/2011 13:33","Medio (4 - 8 mts)",71,"Grande",-68.86077,-32.89654,5,"Residencial Sur",2423809,0
"10824",20664,"Fresno europeo","02/06/2011 13:53","Alto (> 8 mts)",80,"Grande",-68.86071,-32.89608,5,"Residencial Sur",2423809,0
"10825",20665,"Ailanthus","02/06/2011 13:51","Alto (> 8 mts)",63,"Grande",-68.8607,-32.89604,5,"Residencial Sur",2423809,0
"10826",20668,"Paraiso","02/06/2011 12:48","Alto (> 8 mts)",95,"Grande",-68.86062,-32.89576,5,"Residencial Sur",2423809,0
"10827",20670,"Acer","01/06/2011 11:27","Alto (> 8 mts)",140,"Grande",-68.86161,-32.89695,5,"Residencial Sur",2423809,0
"10828",20672,"Fresno europeo","01/06/2011 11:23","Medio (4 - 8 mts)",80,"Grande",-68.86151,-32.89695,5,"Residencial Sur",2423809,0
"10829",20673,"Fresno europeo","01/06/2011 11:22","Medio (4 - 8 mts)",95,"Grande",-68.86146,-32.89695,5,"Residencial Sur",2423809,0
"10830",20676,"Acer","01/06/2011 11:16","Alto (> 8 mts)",120,"Grande",-68.86124,-32.89695,5,"Residencial Sur",2423809,0
"10831",20677,"Fresno europeo","01/06/2011 11:15","Medio (4 - 8 mts)",67,"Grande",-68.86116,-32.89695,5,"Residencial Sur",2423809,0
"10832",20678,"Fresno europeo","01/06/2011 10:41","Medio (4 - 8 mts)",120,"Grande",-68.86096,-32.89705,5,"Residencial Sur",2423809,0
"10833",20681,"Fresno europeo","01/06/2011 10:38","Medio (4 - 8 mts)",90,"Grande",-68.86098,-32.89732,5,"Residencial Sur",2423809,0
"10834",20683,"Morera","01/06/2011 10:35","Medio (4 - 8 mts)",65,"Grande",-68.861,-32.89746,5,"Residencial Sur",2423809,0
"10835",20687,"Morera","01/06/2011 10:25","Bajo (2 - 4 mts)",65,"Grande",-68.86105,-32.89791,5,"Residencial Sur",2423809,1
"10836",20688,"Morera","01/06/2011 10:21","Medio (4 - 8 mts)",50,"Mediano",-68.86105,-32.89796,5,"Residencial Sur",2423809,0
"10837",20689,"Morera","31/05/2011 12:14","Alto (> 8 mts)",130,"Grande",-68.86111,-32.89802,5,"Residencial Sur",2423809,0
"10838",20690,"Morera","31/05/2011 12:09","Alto (> 8 mts)",80,"Grande",-68.86117,-32.89802,5,"Residencial Sur",2423809,0
"10839",20692,"Morera","31/05/2011 12:03","Alto (> 8 mts)",87,"Grande",-68.8614,-32.89802,5,"Residencial Sur",2423809,0
"10840",20693,"Paraiso","31/05/2011 12:01","Alto (> 8 mts)",115,"Grande",-68.86148,-32.89802,5,"Residencial Sur",2423809,1
"10841",20694,"Morera","31/05/2011 12:00","Alto (> 8 mts)",140,"Grande",-68.86154,-32.89802,5,"Residencial Sur",2423809,0
"10842",20695,"Paraiso","31/05/2011 11:55","Alto (> 8 mts)",155,"Grande",-68.86165,-32.89802,5,"Residencial Sur",2423809,0
"10843",20696,"Paraiso","31/05/2011 11:54","Medio (4 - 8 mts)",97,"Grande",-68.86173,-32.89802,5,"Residencial Sur",2423809,0
"10844",20700,"Paraiso","31/05/2011 11:48","Bajo (2 - 4 mts)",94,"Grande",-68.86204,-32.89801,5,"Residencial Sur",2423809,0
"10845",20701,"Acacia SP","31/05/2011 11:46","Alto (> 8 mts)",120,"Grande",-68.8621,-32.89796,5,"Residencial Sur",2423809,0
"10846",20703,"Acacia SP","31/05/2011 11:38","Alto (> 8 mts)",140,"Grande",-68.86208,-32.89785,5,"Residencial Sur",2423809,0
"10847",20704,"Acacia SP","31/05/2011 11:36","Alto (> 8 mts)",130,"Grande",-68.86208,-32.89779,5,"Residencial Sur",2423809,0
"10848",20706,"Acacia SP","31/05/2011 11:28","Alto (> 8 mts)",130,"Grande",-68.86206,-32.89767,5,"Residencial Sur",2423809,0
"10849",20708,"Acacia SP","31/05/2011 11:24","Alto (> 8 mts)",130,"Grande",-68.86204,-32.89747,5,"Residencial Sur",2423809,0
"10850",20709,"Acacia SP","31/05/2011 11:23","Alto (> 8 mts)",160,"Grande",-68.86203,-32.89741,5,"Residencial Sur",2423809,0
"10851",20711,"Acacia SP","31/05/2011 11:18","Alto (> 8 mts)",128,"Grande",-68.86201,-32.89729,5,"Residencial Sur",2423809,0
"10852",20712,"Acacia SP","31/05/2011 11:14","Alto (> 8 mts)",140,"Grande",-68.862,-32.89722,5,"Residencial Sur",2423809,0
"10853",20713,"Acacia SP","31/05/2011 11:13","Alto (> 8 mts)",140,"Grande",-68.86199,-32.89716,5,"Residencial Sur",2423809,0
"10854",20716,"Acacia SP","31/05/2011 11:08","Alto (> 8 mts)",120,"Grande",-68.86197,-32.89699,5,"Residencial Sur",2423809,0
"10855",20717,"Fresno europeo","31/05/2011 11:06","Medio (4 - 8 mts)",55,"Mediano",-68.86191,-32.89695,5,"Residencial Sur",2423809,1
"10856",20718,"Acer","31/05/2011 11:04","Alto (> 8 mts)",132,"Grande",-68.86187,-32.89695,5,"Residencial Sur",2423809,0
"10857",20720,"lamo blanco","31/05/2011 10:46","Medio (4 - 8 mts)",66,"Grande",-68.863,-32.898,5,"Residencial Sur",2423809,0
"10858",20721,"Morera","31/05/2011 10:44","Medio (4 - 8 mts)",107,"Grande",-68.86306,-32.898,5,"Residencial Sur",2423809,0
"10859",20722,"Aguaribay","31/05/2011 10:40","Alto (> 8 mts)",220,"Grande",-68.86311,-32.898,5,"Residencial Sur",2423809,0
"10860",20724,"Caducifolio","31/05/2011 10:38","Bajo (2 - 4 mts)",95,"Grande",-68.86327,-32.898,5,"Residencial Sur",2423809,0
"10861",20725,"Morera","31/05/2011 10:32","Bajo (2 - 4 mts)",49,"Mediano",-68.86337,-32.89792,5,"Residencial Sur",2423809,0
"10862",20727,"Morera","31/05/2011 10:29","Medio (4 - 8 mts)",140,"Grande",-68.86334,-32.89774,5,"Residencial Sur",2423809,0
"10863",20729,"Morera","31/05/2011 10:25","Medio (4 - 8 mts)",138,"Grande",-68.86332,-32.89764,5,"Residencial Sur",2423809,0
"10864",20730,"Morera","31/05/2011 10:24","Alto (> 8 mts)",115,"Grande",-68.86331,-32.89758,5,"Residencial Sur",2423809,0
"10865",20731,"Morera","31/05/2011 10:22","Medio (4 - 8 mts)",65,"Grande",-68.86328,-32.89745,5,"Residencial Sur",2423809,0
"10866",20733,"Morera","31/05/2011 10:19","Medio (4 - 8 mts)",68,"Grande",-68.86323,-32.89721,5,"Residencial Sur",2423809,0
"10867",20734,"Morera","31/05/2011 10:17","Medio (4 - 8 mts)",105,"Grande",-68.86322,-32.89713,5,"Residencial Sur",2423809,0
"10868",20735,"Morera","31/05/2011 10:15","Medio (4 - 8 mts)",112,"Grande",-68.86319,-32.89698,5,"Residencial Sur",2423809,0
"10869",20737,"Morera","31/05/2011 10:06","Bajo (2 - 4 mts)",55,"Mediano",-68.86301,-32.89693,5,"Residencial Sur",2423809,0
"10870",20739,"Fresno europeo","01/06/2011 11:43","Bajo (2 - 4 mts)",20,"Chico",-68.86098,-32.89683,5,"Residencial Sur",2423809,0
"10871",20740,"Olmo comun","01/06/2011 11:42","Medio (4 - 8 mts)",120,"Grande",-68.86102,-32.89683,5,"Residencial Sur",2423809,0
"10872",20741,"Fresno europeo","01/06/2011 11:39","Medio (4 - 8 mts)",35,"Mediano",-68.86118,-32.89683,5,"Residencial Sur",2423809,0
"10873",20744,"Fresno europeo","01/06/2011 11:32","Medio (4 - 8 mts)",53,"Mediano",-68.86153,-32.89683,5,"Residencial Sur",2423809,0
"10874",20745,"Acer","01/06/2011 11:29","Alto (> 8 mts)",105,"Grande",-68.86158,-32.89683,5,"Residencial Sur",2423809,0
"10875",20746,"Pltano","01/06/2011 11:28","Alto (> 8 mts)",170,"Grande",-68.86164,-32.89683,5,"Residencial Sur",2423809,0
"10876",20748,"Fresno europeo","01/06/2011 11:21","Bajo (2 - 4 mts)",15,"Chico",-68.86185,-32.89683,5,"Residencial Sur",2423809,0
"10877",20749,"Pltano","01/06/2011 11:20","Alto (> 8 mts)",160,"Grande",-68.86194,-32.89671,5,"Residencial Sur",2423809,0
"10878",20751,"Prunas","01/06/2011 11:13","Bajo (2 - 4 mts)",30,"Mediano",-68.86192,-32.89659,5,"Residencial Sur",2423809,0
"10879",20753,"Paraiso","01/06/2011 10:27","Alto (> 8 mts)",140,"Grande",-68.86189,-32.89642,5,"Residencial Sur",2423809,0
"10880",20755,"Olmo comun","01/06/2011 10:22","Alto (> 8 mts)",82,"Grande",-68.86187,-32.89631,5,"Residencial Sur",2423809,0
"10881",20758,"Fresno europeo","01/06/2011 09:48","Medio (4 - 8 mts)",63,"Grande",-68.86186,-32.89619,5,"Residencial Sur",2423809,0
"10882",20761,"Olmo comun","01/06/2011 09:41","Medio (4 - 8 mts)",107,"Grande",-68.86183,-32.89601,5,"Residencial Sur",2423809,0
"10883",20762,"Morera","31/05/2011 12:02","Alto (> 8 mts)",90,"Grande",-68.86182,-32.89595,5,"Residencial Sur",2423809,0
"10884",20763,"Morera","31/05/2011 11:59","Alto (> 8 mts)",83,"Grande",-68.86181,-32.89589,5,"Residencial Sur",2423809,0
"10885",20769,"Fresno europeo","31/05/2011 11:28","Alto (> 8 mts)",66,"Grande",-68.86149,-32.89572,5,"Residencial Sur",2423809,1
"10886",20770,"Morera","31/05/2011 11:26","Alto (> 8 mts)",102,"Grande",-68.86144,-32.89572,5,"Residencial Sur",2423809,0
"10887",20775,"Pltano","31/05/2011 11:15","Alto (> 8 mts)",110,"Grande",-68.86105,-32.89575,5,"Residencial Sur",2423809,0
"10888",20776,"Acer","31/05/2011 11:11","Medio (4 - 8 mts)",58,"Mediano",-68.86095,-32.89575,5,"Residencial Sur",2423809,0
"10889",20778,"Morera","31/05/2011 11:01","Alto (> 8 mts)",112,"Grande",-68.86084,-32.89593,5,"Residencial Sur",2423809,0
"10890",20781,"Fresno americano","31/05/2011 10:55","Medio (4 - 8 mts)",76,"Grande",-68.86086,-32.89609,5,"Residencial Sur",2423809,0
"10891",20782,"Morera","31/05/2011 10:50","Medio (4 - 8 mts)",68,"Grande",-68.86087,-32.89622,5,"Residencial Sur",2423809,0
"10892",20784,"Paraiso","31/05/2011 10:42","Alto (> 8 mts)",107,"Grande",-68.86088,-32.89636,5,"Residencial Sur",2423809,1
"10893",20786,"Morera","31/05/2011 10:35","Alto (> 8 mts)",90,"Grande",-68.86091,-32.89658,5,"Residencial Sur",2423809,0
"10894",20787,"Morera","31/05/2011 10:31","Alto (> 8 mts)",130,"Grande",-68.86091,-32.89665,5,"Residencial Sur",2423809,0
"10895",20788,"Morera","31/05/2011 10:30","Alto (> 8 mts)",150,"Grande",-68.86093,-32.89678,5,"Residencial Sur",2423809,0
"10896",20791,"Morera","31/05/2011 10:06","Bajo (2 - 4 mts)",28,"Mediano",-68.86272,-32.8968,5,"Residencial Sur",2423809,0
"10897",20793,"Morera","31/05/2011 10:03","Bajo (2 - 4 mts)",18,"Chico",-68.86288,-32.8968,5,"Residencial Sur",2423809,0
"10898",20797,"Conifera","01/06/2011 12:49","Muy bajo (1 - 2 mts)",12,"Chico",-68.86307,-32.89664,5,"Residencial Sur",2423809,0
"10899",20799,"Olmo comun","01/06/2011 12:41","Medio (4 - 8 mts)",115,"Grande",-68.86303,-32.89643,5,"Residencial Sur",2423809,0
"10900",20800,"Olmo comun","01/06/2011 12:39","Medio (4 - 8 mts)",110,"Grande",-68.86301,-32.89634,5,"Residencial Sur",2423809,0
"10901",20802,"Olmo comun","01/06/2011 12:29","Alto (> 8 mts)",118,"Grande",-68.86299,-32.89621,5,"Residencial Sur",2423809,0
"10902",20803,"Olmo comun","01/06/2011 12:26","Alto (> 8 mts)",115,"Grande",-68.86298,-32.89615,5,"Residencial Sur",2423809,0
"10903",20810,"Morera","31/05/2011 11:41","Alto (> 8 mts)",135,"Grande",-68.86267,-32.89564,5,"Residencial Sur",2423809,1
"10904",20811,"Morera","31/05/2011 11:39","Alto (> 8 mts)",140,"Grande",-68.8626,-32.89564,5,"Residencial Sur",2423809,1
"10905",20812,"Morera","30/05/2011 11:18","Alto (> 8 mts)",180,"Grande",-68.8625,-32.89565,5,"Residencial Sur",2423809,1
"10906",20813,"Morera","30/05/2011 11:15","Alto (> 8 mts)",165,"Grande",-68.86232,-32.89566,5,"Residencial Sur",2423809,1
"10907",20814,"Morera","30/05/2011 11:14","Alto (> 8 mts)",135,"Grande",-68.86223,-32.89567,5,"Residencial Sur",2423809,1
"10908",20816,"Morera","30/05/2011 11:10","Alto (> 8 mts)",98,"Grande",-68.862,-32.89568,5,"Residencial Sur",2423809,1
"10909",20818,"Morera","30/05/2011 11:04","Alto (> 8 mts)",142,"Grande",-68.86194,-32.89579,5,"Residencial Sur",2423809,0
"10910",20819,"Morera","30/05/2011 11:03","Alto (> 8 mts)",145,"Grande",-68.86195,-32.89584,5,"Residencial Sur",2423809,0
"10911",20820,"Morera","30/05/2011 11:00","Alto (> 8 mts)",160,"Grande",-68.86196,-32.89596,5,"Residencial Sur",2423809,1
"10912",20822,"Fresno europeo","30/05/2011 10:47","Medio (4 - 8 mts)",70,"Grande",-68.86198,-32.89611,5,"Residencial Sur",2423809,0
"10913",20825,"Morera","30/05/2011 10:43","Alto (> 8 mts)",115,"Grande",-68.862,-32.89628,5,"Residencial Sur",2423809,1
"10914",20826,"Morera","30/05/2011 10:41","Alto (> 8 mts)",120,"Grande",-68.86202,-32.89633,5,"Residencial Sur",2423809,0
"10915",20830,"Fresno europeo","30/05/2011 10:25","Alto (> 8 mts)",96,"Grande",-68.86206,-32.89663,5,"Residencial Sur",2423809,0
"10916",20832,"Fresno europeo","27/05/2011 08:59","Alto (> 8 mts)",92,"Grande",-68.86043,-32.8947,5,"Residencial Sur",2423809,0
"10917",20834,"Morera","27/05/2011 09:02","Alto (> 8 mts)",68,"Grande",-68.8603,-32.89473,5,"Residencial Sur",2423809,0
"10918",20835,"Morera","27/05/2011 09:04","Alto (> 8 mts)",116,"Grande",-68.86025,-32.89474,5,"Residencial Sur",2423809,0
"10919",20836,"Morera","27/05/2011 09:06","Alto (> 8 mts)",110,"Grande",-68.86016,-32.89476,5,"Residencial Sur",2423809,1
"10920",20838,"Morera","27/05/2011 09:10","Alto (> 8 mts)",145,"Grande",-68.85992,-32.8948,5,"Residencial Sur",2423809,0
"10921",20839,"Fresno europeo","27/05/2011 09:50","Bajo (2 - 4 mts)",45,"Mediano",-68.85986,-32.89481,5,"Residencial Sur",2423809,1
"10922",20840,"Fresno europeo","27/05/2011 09:49","Medio (4 - 8 mts)",70,"Grande",-68.85981,-32.89482,5,"Residencial Sur",2423809,0
"10923",20841,"Morera","27/05/2011 09:47","Medio (4 - 8 mts)",24,"Mediano",-68.85977,-32.89483,5,"Residencial Sur",2423809,0
"10924",20842,"Paraiso","27/05/2011 09:46","Alto (> 8 mts)",104,"Grande",-68.85972,-32.89483,5,"Residencial Sur",2423809,1
"10925",20847,"Morera","27/05/2011 09:34","Alto (> 8 mts)",148,"Grande",-68.85947,-32.89488,5,"Residencial Sur",2423809,0
"10926",20848,"Fresno europeo","27/05/2011 09:32","Medio (4 - 8 mts)",57,"Mediano",-68.8594,-32.89489,5,"Residencial Sur",2423809,0
"10927",20853,"Morera","26/05/2011 12:33","Medio (4 - 8 mts)",50,"Mediano",-68.85914,-32.89494,5,"Residencial Sur",2423809,0
"10928",20855,"Fresno europeo","26/05/2011 12:20","Medio (4 - 8 mts)",36,"Mediano",-68.85913,-32.89511,5,"Residencial Sur",2423809,0
"10929",20856,"Fresno europeo","26/05/2011 12:14","Bajo (2 - 4 mts)",28,"Mediano",-68.85915,-32.89519,5,"Residencial Sur",2423809,0
"10930",20859,"Fresno europeo","26/05/2011 12:04","Alto (> 8 mts)",104,"Grande",-68.8592,-32.89548,5,"Residencial Sur",2423809,0
"10931",20860,"Fresno europeo","26/05/2011 12:02","Medio (4 - 8 mts)",58,"Mediano",-68.85922,-32.89557,5,"Residencial Sur",2423809,0
"10932",20861,"Fresno europeo","26/05/2011 12:00","Alto (> 8 mts)",86,"Grande",-68.85923,-32.89562,5,"Residencial Sur",2423809,0
"10933",20863,"Fresno europeo","26/05/2011 11:58","Bajo (2 - 4 mts)",55,"Mediano",-68.85947,-32.8957,5,"Residencial Sur",2423809,0
"10934",20864,"Morera","26/05/2011 11:17","Alto (> 8 mts)",113,"Grande",-68.85952,-32.8957,5,"Residencial Sur",2423809,0
"10935",20867,"Fresno europeo","26/05/2011 11:08","Alto (> 8 mts)",88,"Grande",-68.85999,-32.89567,5,"Residencial Sur",2423809,0
"10936",20868,"Fresno europeo","26/05/2011 11:06","Medio (4 - 8 mts)",66,"Grande",-68.86008,-32.89567,5,"Residencial Sur",2423809,0
"10937",20869,"Morera","26/05/2011 10:55","Alto (> 8 mts)",123,"Grande",-68.86029,-32.89566,5,"Residencial Sur",2423809,0
"10938",20872,"Morera","26/05/2011 10:50","Alto (> 8 mts)",148,"Grande",-68.8605,-32.89564,5,"Residencial Sur",2423809,1
"10939",20873,"Paraiso","26/05/2011 10:46","Alto (> 8 mts)",128,"Grande",-68.86059,-32.89563,5,"Residencial Sur",2423809,0
"10940",20874,"Fresno europeo","26/05/2011 10:45","Bajo (2 - 4 mts)",50,"Mediano",-68.86066,-32.8956,5,"Residencial Sur",2423809,1
"10941",20877,"Paraiso","26/05/2011 10:39","Alto (> 8 mts)",160,"Grande",-68.86065,-32.8954,5,"Residencial Sur",2423809,0
"10942",20879,"Morera","26/05/2011 10:36","Alto (> 8 mts)",102,"Grande",-68.86063,-32.89527,5,"Residencial Sur",2423809,0
"10943",20880,"Caducifolio","26/05/2011 10:35","Muy bajo (1 - 2 mts)",4,"Chico",-68.86062,-32.89519,5,"Residencial Sur",2423809,0
"10944",20881,"Fresno europeo","26/05/2011 10:34","Medio (4 - 8 mts)",66,"Grande",-68.86062,-32.89512,5,"Residencial Sur",2423809,1
"10945",20883,"Morera","26/05/2011 10:22","Alto (> 8 mts)",101,"Grande",-68.86061,-32.89501,5,"Residencial Sur",2423809,0
"10946",20887,"Morera","26/05/2011 10:08","Alto (> 8 mts)",125,"Grande",-68.8605,-32.8947,5,"Residencial Sur",2423809,1
"10947",20889,"Morera","27/05/2011 09:53","Medio (4 - 8 mts)",96,"Grande",-68.86093,-32.89562,5,"Residencial Sur",2423809,0
"10948",20891,"Fresno europeo","27/05/2011 09:50","Bajo (2 - 4 mts)",23,"Mediano",-68.86113,-32.89561,5,"Residencial Sur",2423809,0
"10949",20892,"Paraiso sombrilla","27/05/2011 09:48","Alto (> 8 mts)",140,"Grande",-68.86121,-32.89561,5,"Residencial Sur",2423809,0
"10950",20893,"Morera","27/05/2011 09:45","Alto (> 8 mts)",160,"Grande",-68.86135,-32.8956,5,"Residencial Sur",2423809,0
"10951",20894,"Jacarand","27/05/2011 09:41","Muy bajo (1 - 2 mts)",8,"Chico",-68.86146,-32.89559,5,"Residencial Sur",2423809,0
"10952",20895,"Morera","27/05/2011 09:41","Alto (> 8 mts)",100,"Grande",-68.86151,-32.89559,5,"Residencial Sur",2423809,0
"10953",20897,"Morera","27/05/2011 09:37","Alto (> 8 mts)",150,"Grande",-68.86171,-32.89557,5,"Residencial Sur",2423809,0
"10954",20901,"Acacia SP","27/05/2011 09:28","Medio (4 - 8 mts)",49,"Mediano",-68.86173,-32.89536,5,"Residencial Sur",2423809,0
"10955",20902,"Fresno europeo","27/05/2011 09:25","Bajo (2 - 4 mts)",42,"Mediano",-68.86172,-32.8953,5,"Residencial Sur",2423809,0
"10956",20903,"Fresno europeo","27/05/2011 09:24","Medio (4 - 8 mts)",53,"Mediano",-68.86172,-32.89525,5,"Residencial Sur",2423809,0
"10957",20904,"Fresno europeo","27/05/2011 09:22","Medio (4 - 8 mts)",75,"Grande",-68.86171,-32.89522,5,"Residencial Sur",2423809,0
"10958",20905,"Acer","27/05/2011 09:20","Medio (4 - 8 mts)",57,"Mediano",-68.8617,-32.89516,5,"Residencial Sur",2423809,0
"10959",20906,"Fresno europeo","27/05/2011 09:19","Medio (4 - 8 mts)",90,"Grande",-68.86169,-32.8951,5,"Residencial Sur",2423809,0
"10960",20907,"Paraiso","27/05/2011 09:15","Medio (4 - 8 mts)",104,"Grande",-68.86168,-32.895,5,"Residencial Sur",2423809,0
"10961",20908,"Morera","27/05/2011 09:12","Alto (> 8 mts)",108,"Grande",-68.86167,-32.89495,5,"Residencial Sur",2423809,0
"10962",20909,"Acer","27/05/2011 09:09","Medio (4 - 8 mts)",76,"Grande",-68.86166,-32.89488,5,"Residencial Sur",2423809,0
"10963",20912,"Morera","27/05/2011 09:02","Alto (> 8 mts)",133,"Grande",-68.86163,-32.89468,5,"Residencial Sur",2423809,1
"10964",20914,"Fresno europeo","24/05/2011 13:23","Medio (4 - 8 mts)",85,"Grande",-68.86162,-32.8946,5,"Residencial Sur",2423809,0
"10965",20916,"Morera","24/05/2011 13:19","Alto (> 8 mts)",120,"Grande",-68.86152,-32.89452,5,"Residencial Sur",2423809,0
"10966",20918,"Fresno americano","24/05/2011 13:17","Medio (4 - 8 mts)",50,"Mediano",-68.86145,-32.89453,5,"Residencial Sur",2423809,0
"10967",20923,"Fresno europeo","24/05/2011 13:05","Medio (4 - 8 mts)",95,"Grande",-68.86085,-32.89463,5,"Residencial Sur",2423809,0
"10968",20924,"Morera","24/05/2011 12:49","Alto (> 8 mts)",140,"Grande",-68.86072,-32.8947,5,"Residencial Sur",2423809,0
"10969",20925,"Fresno europeo","24/05/2011 12:46","Medio (4 - 8 mts)",90,"Grande",-68.86072,-32.89476,5,"Residencial Sur",2423809,0
"10970",20926,"Fresno europeo","24/05/2011 12:44","Medio (4 - 8 mts)",75,"Grande",-68.86073,-32.89481,5,"Residencial Sur",2423809,0
"10971",20931,"Olmo comun","24/05/2011 12:34","Alto (> 8 mts)",155,"Grande",-68.86077,-32.89526,5,"Residencial Sur",2423809,0
"10972",20932,"Morera","24/05/2011 12:33","Bajo (2 - 4 mts)",29,"Mediano",-68.86078,-32.89533,5,"Residencial Sur",2423809,0
"10973",20933,"Fresno europeo","24/05/2011 12:30","Bajo (2 - 4 mts)",65,"Grande",-68.86079,-32.89545,5,"Residencial Sur",2423809,0
"10974",20935,"Morera","30/05/2011 09:34","Alto (> 8 mts)",140,"Grande",-68.86206,-32.89555,5,"Residencial Sur",2423809,1
"10975",20937,"Pltano","30/05/2011 09:30","Medio (4 - 8 mts)",45,"Mediano",-68.86236,-32.89553,5,"Residencial Sur",2423809,0
"10976",20940,"Morera","30/05/2011 09:23","Medio (4 - 8 mts)",100,"Grande",-68.86289,-32.89542,5,"Residencial Sur",2423809,0
"10977",20942,"Morera","30/05/2011 09:21","Medio (4 - 8 mts)",70,"Grande",-68.86283,-32.89516,5,"Residencial Sur",2423809,0
"10978",20943,"Morera","27/05/2011 12:57","Medio (4 - 8 mts)",85,"Grande",-68.86279,-32.89488,5,"Residencial Sur",2423809,0
"10979",20945,"Aguaribay","27/05/2011 12:51","Alto (> 8 mts)",200,"Grande",-68.86275,-32.89466,5,"Residencial Sur",2423809,1
"10980",20950,"Fresno europeo","27/05/2011 12:25","Alto (> 8 mts)",90,"Grande",-68.86219,-32.89439,5,"Residencial Sur",2423809,0
"10981",20952,"Fresno europeo","27/05/2011 12:23","Medio (4 - 8 mts)",85,"Grande",-68.86205,-32.89442,5,"Residencial Sur",2423809,0
"10982",20955,"Fresno europeo","27/05/2011 12:19","Medio (4 - 8 mts)",72,"Grande",-68.86184,-32.89445,5,"Residencial Sur",2423809,0
"10983",20956,"Fresno europeo","27/05/2011 12:18","Medio (4 - 8 mts)",80,"Grande",-68.86179,-32.89447,5,"Residencial Sur",2423809,0
"10984",20957,"Fresno europeo","27/05/2011 12:17","Medio (4 - 8 mts)",83,"Grande",-68.86175,-32.89451,5,"Residencial Sur",2423809,0
"10985",20959,"Perenne","27/05/2011 12:15","Bajo (2 - 4 mts)",22,"Mediano",-68.86177,-32.89468,5,"Residencial Sur",2423809,0
"10986",20963,"Fresno europeo","27/05/2011 10:31","Medio (4 - 8 mts)",90,"Grande",-68.86181,-32.89492,5,"Residencial Sur",2423809,0
"10987",20964,"Morera","27/05/2011 10:30","Alto (> 8 mts)",140,"Grande",-68.86182,-32.89499,5,"Residencial Sur",2423809,0
"10988",20969,"Fresno europeo","27/05/2011 10:18","Alto (> 8 mts)",96,"Grande",-68.8619,-32.89553,5,"Residencial Sur",2423809,0
"10989",20970,"Morera","14/06/2011 13:47","Alto (> 8 mts)",70,"Grande",-68.86269,-32.9017,5,"Residencial Sur",2423809,0
"10990",20971,"Morera","14/06/2011 13:48","Alto (> 8 mts)",88,"Grande",-68.86269,-32.90174,5,"Residencial Sur",2423809,0
